DIVA;PlatformText;Municipality;MunicipalityID;Longitude;Latitude
60200862;Mayredergasse;Wien;49000001;48.2381718;16.5044772
60200863;Meidling Hauptstraße;Wien;49000001;48.1836667;16.3289374
60200865;Dörfelstraße;Wien;49000001;48.1755144;16.3357916
60200867;Meischlgasse;Wien;49000001;48.1414355;16.3236643
60200868;Memlinggasse;Wien;49000001;48.2284065;16.5217428
60200869;Mergenthalerplatz;Wien;49000001;48.2434008;16.4467335
60200870;Merkurweg;Wien;49000001;48.2076549;16.2491581
60200872;Meyerbeergasse;Wien;49000001;48.2724256;16.3780304
60200873;Michaelerplatz;Wien;49000001;48.2083074;16.366496
60200874;Michelbeuern-AKH;Wien;49000001;48.2209855;16.3439393
60200875;Fabergasse;Wien;49000001;48.1369035;16.2772035
60200877;Minciostraße;Wien;49000001;48.2029312;16.313154
60200878;Mitterberg;Wien;49000001;48.2312429;16.2818208
60200879;Mitterfeldgasse;Wien;49000001;48.1652218;16.4152476
60200880;Mittleres Hausfeld;Wien;49000001;48.2273592;16.4846424
60200881;Modecenterstraße;Wien;49000001;48.1883682;16.4186791
60200883;Mauthausgasse;Wien;49000001;48.1879669;16.3456461
60200884;Mendelssohngasse;Wien;49000001;48.2254023;16.4245272
60200885;Molitorgasse;Wien;49000001;48.1818099;16.408061
60200886;Mommsengasse;Wien;49000001;48.1885718;16.37874
60200887;Mondweg;Wien;49000001;48.2079303;16.243849
60200888;Montecuccoliplatz;Wien;49000001;48.1752388;16.297712
60200889;Montleartstraße;Wien;49000001;48.2024103;16.3021587
60200890;Moosgasse;Wien;49000001;48.2286758;16.282764
60200891;Mooslackengasse;Wien;49000001;48.2487369;16.3683375
60200892;Mooswiesengasse;Wien;49000001;48.2050327;16.2030206
60200893;Moritz-Dreger-Gasse;Wien;49000001;48.273167;16.4422779
60200894;Moschingergasse;Wien;49000001;48.2197106;16.2405791
60200895;Murlingengasse;Wien;49000001;48.1762692;16.3359533
60200896;Murraygasse;Wien;49000001;48.2364187;16.4746352
60200897;Muthgasse;Wien;49000001;48.2450699;16.3661726
60200898;Mühlbreiten;Wien;49000001;48.1495033;16.3109082
60200899;Mühlfeldgasse;Wien;49000001;48.2205785;16.3900498
60200900;Mühlhäufel;Wien;49000001;48.2031946;16.522174
60200901;Mühlhäufelweg;Wien;49000001;48.2090019;16.4776895
60200902;Mühlsangergasse;Wien;49000001;48.1599788;16.4655173
60200903;Mühlwasser;Wien;49000001;48.2040508;16.4756952
60200904;Mühlwasserstraße;Wien;49000001;48.2143535;16.4450806
60200905;Hauptbahnhof Ost;Wien;49000001;48.1843555;16.3804917
60200906;Pensionistenwohnhaus Hetzendorf;Wien;49000001;48.1668934;16.3001913
60200907;Kaiserebersdorf, Münnichplatz;Wien;49000001;48.1587984;16.4738626
60200908;Männertreugasse;Wien;49000001;48.159847;16.4047552
60200909;Reinlgasse/Märzstraße;Wien;49000001;48.1966143;16.3119952
60200910;Aspern Nord;Wien;49000001;48.2346117;16.5040909
60200911;Johnstraße/Märzstraße;Wien;49000001;48.1962251;16.3184002
60200912;Naufahrtbrücke;Wien;49000001;48.1995842;16.4700178
60200913;Nauheimergasse;Wien;49000001;48.1574021;16.3314617
60200914;Neilreichgasse;Wien;49000001;48.1761493;16.3655887
60200916;Nestroyplatz;Wien;49000001;48.2148144;16.3846509
60200917;Neue Donau Mitte;Wien;49000001;48.219944;16.4282911
60200918;Neu Erlaa;Wien;49000001;48.1406262;16.3280122
60200919;Donaumarina U, Chrastekgasse;Wien;49000001;48.2077627;16.4285516
60200920;Burggasse/Neubaugasse;Wien;49000001;48.2042603;16.3489519
60200921;Neustiftgasse/Neubaugasse;Wien;49000001;48.2054817;16.3484668
60200922;Neubreitenlee;Wien;49000001;48.2397992;16.4904545
60200923;Erlaaer Spitz;Wien;49000001;48.1378088;16.3239697
60200924;Neueßling;Wien;49000001;48.2491676;16.5324687
60200925;Neugebauerweg;Wien;49000001;48.2538152;16.3520511
60200927;Neu-Kagran;Wien;49000001;48.2364905;16.447551
60200928;Neulandschule;Wien;49000001;48.1587744;16.3873998
60200929;Ungargasse/Neulinggasse;Wien;49000001;48.1990453;16.3873818
60200930;Neusteinhof;Wien;49000001;48.1571984;16.3329439
60200931;Neustift am Walde;Wien;49000001;48.250998;16.3015568
60200932;Neustifter Friedhof 1.Tor;Wien;49000001;48.2471816;16.304638
60200933;Neustifter Friedhof 2.Tor;Wien;49000001;48.2473072;16.301458
60200934;Neustifter Friedhof 3.Tor;Wien;49000001;48.2468226;16.2983857
60200935;Neuwaldegg;Wien;49000001;48.2335467;16.2911004
60200936;Marswiese;Wien;49000001;48.2403975;16.2799074
60200937;Niederhofstraße;Wien;49000001;48.1810612;16.3311922
60200938;Forstnergasse;Wien;49000001;48.2476362;16.453938
60200939;Niklas-Eslarn-Straße;Wien;49000001;48.2246841;16.5349571
60200940;Nikolaus-Pytty-Gasse;Wien;49000001;48.2226254;16.2417649
60200941;Nordbahnstraße;Wien;49000001;48.2236308;16.389403
60200942;Seestadt;Wien;49000001;48.2263897;16.5084747
60200943;Nordbrücke;Wien;49000001;48.2611418;16.3953768
60200944;Nordwestbahnstraße;Wien;49000001;48.2280235;16.3809679
60200945;Ernst-Vasovec-Gasse;Wien;49000001;48.2965335;16.3767548
60200947;Nowakgasse;Wien;49000001;48.1266152;16.3141422
60200948;Nußdorf;Wien;49000001;48.2602148;16.3676548
60200949;Oberlaa;Wien;49000001;48.1423946;16.399554
60200950;Nußdorfer Straße;Wien;49000001;48.2314823;16.3528865
60200951;Dückegasse;Wien;49000001;48.2479772;16.4277701
60200952;Nästlbergergasse;Wien;49000001;48.1601766;16.2605846
60200953;Küniglberg/ORF-Zentrum;Wien;49000001;48.1755144;16.2916124
60200954;Finsterbuschstraße Mitte;Wien;49000001;48.1708057;16.5020967
60200955;Lieblgasse;Wien;49000001;48.2576491;16.4617983
60200956;Ober St. Veit;Wien;49000001;48.1922908;16.2757212
60200957;Oriongasse;Wien;49000001;48.1762991;16.4398794
60200958;Aspernstraße/Oberdorfstr.;Wien;49000001;48.2198483;16.4811929
60200959;Oberdöbling;Wien;49000001;48.2443998;16.3442717
60200960;Grohnergasse;Wien;49000001;48.1569407;16.3431847
60200961;Obere Augartenstraße;Wien;49000001;48.222757;16.3753085
60200962;Obere Donaustraße;Wien;49000001;48.2196747;16.3713379
60200963;Oberer Reisenbergweg;Wien;49000001;48.2594254;16.3357377
60200964;Tierquartier;Wien;49000001;48.251638;16.4755874
60200965;Ziegelhofstraße/Oberfeldgasse;Wien;49000001;48.2399308;16.4780398
60200966;Oberfeldgasse/Spargelfeldstr.;Wien;49000001;48.241259;16.4734853
60200967;Orchisgasse;Wien;49000001;48.2127253;16.4670085
60200968;Obergfellplatz;Wien;49000001;48.2666315;16.3894659
60200970;Oberlaaer Platz;Wien;49000001;48.137497;16.4039108
60200971;Oberlaaer Straße;Wien;49000001;48.1480109;16.361178
60200972;Obersteinergasse;Wien;49000001;48.2405829;16.3449634
60200973;Oberwiedenstraße;Wien;49000001;48.2230084;16.2906692
60200974;Sturgasse;Wien;49000001;48.2162869;16.4145828
60200975;Oper/Karlsplatz U;Wien;49000001;48.2022965;16.3695772
60200976;Alsegger Straße/Czartoryskigasse;Wien;49000001;48.2289869;16.3236913
60200977;Frauengasse;Wien;49000001;48.2137729;16.3290362
60200978;Oskar-Simony-Straße;Wien;49000001;48.2110612;16.2359798
60200979;Wagramer Straße/Ostbahn;Wien;49000001;48.2753074;16.4764139
60200980;Oswald-Redlich-Straße;Wien;49000001;48.2750085;16.4538392
60200981;Ottakring;Wien;49000001;48.212025;16.3116718
60200983;Ottakringer Bad;Wien;49000001;48.2125458;16.2905794
60200984;Attemsgasse;Wien;49000001;48.2478755;16.4342469
60200985;Otto-Hötzl-Weg;Wien;49000001;48.2217994;16.2912711
60200986;Otto-Probst-Platz;Wien;49000001;48.1538304;16.3490238
60200987;Otto-Probst-Straße;Wien;49000001;48.1561736;16.3550964
60200988;Palffygasse;Wien;49000001;48.2176277;16.3368336
60200989;Karl-Popper-Straße;Wien;49000001;48.1874219;16.3790904
60200990;Panozzalacke;Wien;49000001;48.1809474;16.4858821
60200991;Pantucekgasse;Wien;49000001;48.1602485;16.4574414
60200992;Paradisgasse;Wien;49000001;48.2489283;16.3418372
60200993;Kundmanngasse;Wien;49000001;48.202548;16.3938856
60200994;Parlament;Wien;49000001;48.2086786;16.360073
60200995;Patrizigasse;Wien;49000001;48.2572484;16.4041444
60200996;Paulanergasse;Wien;49000001;48.1960334;16.3671518
60200997;Paulinensteig;Wien;49000001;48.2184058;16.2994907
60200998;Pellmanngasse;Wien;49000001;48.1307524;16.2884773
60200999;Marco-Polo-Promenade;Wien;49000001;48.2773282;16.4230449
60201000;Pensionistenwohnhaus Atzgersdorf;Wien;49000001;48.1506181;16.2897978
60201001;Pensionistenwohnhaus Rosenberg;Wien;49000001;48.1594515;16.2867705
60201002;Pensionsversicherungsanstalt;Wien;49000001;48.2292861;16.3975687
60201003;Penzing;Wien;49000001;48.1926561;16.3053297
60201004;Pfalzgasse;Wien;49000001;48.2404573;16.4915594
60201005;Penzinger Straße;Wien;49000001;48.1903325;16.3152381
60201007;Perfektastraße;Wien;49000001;48.1368076;16.3133966
60201008;Perntergasse;Wien;49000001;48.2491496;16.3550245
60201009;Perspektivstraße;Wien;49000001;48.2178911;16.4009105
60201010;Peter-Jordan-Straße;Wien;49000001;48.2386505;16.325964
60201011;Pfarrer-Matz-Gasse;Wien;49000001;48.3017147;16.4062285
60201012;Pfarrgasse;Wien;49000001;48.1496352;16.3470924
60201013;Pfenninggeldgasse;Wien;49000001;48.2074274;16.3132439
60201014;Seckendorfstraße;Wien;49000001;48.1968718;16.287058
60201015;Meidling;Wien;49000001;48.1743402;16.3319917
60201016;Alfred-Adler-Straße;Wien;49000001;48.1824328;16.3814619
60201017;Piaristengasse;Wien;49000001;48.2063498;16.3514043
60201018;Pilgramgasse;Wien;49000001;48.1926261;16.3544765
60201019;Kolschitzkygasse;Wien;49000001;48.1881346;16.3730627
60201021;Plachygasse;Wien;49000001;48.2267069;16.2808416
60201022;Plankengasse;Wien;49000001;48.2065893;16.3695143
60201023;Karl-Bednarik-Gasse;Wien;49000001;48.2455006;16.4832141
60201024;Plattensteinergasse;Wien;49000001;48.211163;16.4787046
60201025;Plößlgasse;Wien;49000001;48.1945364;16.377132
60201026;Podlahagasse;Wien;49000001;48.2109355;16.5333221
60201027;Pogrelzstraße;Wien;49000001;48.2435085;16.4559233
60201028;Pohlgasse;Wien;49000001;48.1786772;16.3240147
60201029;Veletaweg;Wien;49000001;48.2279756;16.2809584
60201030;Pokornygasse;Wien;49000001;48.2411513;16.3554916
60201031;Polgarstraße;Wien;49000001;48.2312489;16.449698
60201032;Kaltenleutgebner Straße 12/75;Wien;49000001;48.1311661;16.2418458
60201033;Tiefer Graben;Wien;49000001;48.2136053;16.3692628
60201034;Portnergasse;Wien;49000001;48.2444058;16.443787
60201035;Hütteldorfer Straße;Wien;49000001;48.1991232;16.3122108
60201037;Possingergasse;Wien;49000001;48.2090258;16.3180498
60201038;Fritz-Feigl-Weg;Wien;49000001;48.2344382;16.4722277
60201039;Praterbrücke;Wien;49000001;48.2033922;16.4342649
60201040;Praterstern;Wien;49000001;48.2185136;16.3923315
60201041;Rasumofskygasse;Wien;49000001;48.2055416;16.3943617
60201042;Nestroyplatz/Praterstraße;Wien;49000001;48.2162869;16.3865913
60201043;Predigtstuhl;Wien;49000001;48.2223022;16.2892948
60201044;Preindlgasse;Wien;49000001;48.1875477;16.2773292
60201045;Pretschgasse;Wien;49000001;48.1581392;16.4242127
60201046;Christine-Touaillon-Straße;Wien;49000001;48.223164;16.5102624
60201047;Preßgasse;Wien;49000001;48.1963089;16.3625165
60201048;Prinzgasse;Wien;49000001;48.239877;16.4817319
60201049;Otto-Wagner-Areal;Wien;49000001;48.2068946;16.2802667
60201050;Puchgasse;Wien;49000001;48.260149;16.4550699
60201052;Klinik Penzing;Wien;49000001;48.2052242;16.2724244
60201053;Pumgasse;Wien;49000001;48.1360163;16.272137
60201054;Purkytgasse;Wien;49000001;48.1501926;16.3336805
60201055;Pönningerweg;Wien;49000001;48.213282;16.2885492
60201056;Pötzleinsdorf;Wien;49000001;48.2409;16.3111957
60201057;Pötzleinsdorfer Friedhof;Wien;49000001;48.2455185;16.3074138
60201058;Quellenplatz;Wien;49000001;48.1756222;16.3734939
60201060;Knöllgasse;Wien;49000001;48.1774013;16.3581057
60201061;Rabengasse;Wien;49000001;48.1940514;16.3976136
60201062;Spittelau;Wien;49000001;48.235611;16.3583662
60201063;Radetzkyplatz;Wien;49000001;48.2109355;16.3901486
60201065;Raimannstraße;Wien;49000001;48.2045178;16.2813088
60201066;Rainergasse;Wien;49000001;48.1887215;16.368113
60201067;Rallenweg;Wien;49000001;48.204434;16.4589237
60201068;Rampengasse;Wien;49000001;48.2409599;16.360603
60201070;Rappachgasse;Wien;49000001;48.1799231;16.4243924
60201071;Löwengasse;Wien;49000001;48.2057391;16.3949097
60201072;Rathaus;Wien;49000001;48.2100256;16.3553479
60201073;Ravelinstraße;Wien;49000001;48.1734956;16.4271143
60201074;Laxenburger Str./Sahulkastr.;Wien;49000001;48.1630827;16.3674931
60201075;Ratmannsdorfgasse;Wien;49000001;48.1773833;16.2758919
60201076;Ratzenhofergasse;Wien;49000001;48.2840954;16.4194696
60201077;Rauscherstraße;Wien;49000001;48.2307582;16.3752097
60201078;Raxstraße/Rudolfshügelgasse;Wien;49000001;48.1656771;16.3634866
60201079;Rebhanngasse;Wien;49000001;48.2278439;16.3882622
60201080;Redtenbachergasse;Wien;49000001;48.213324;16.3146902
60201081;Pflaumengasse;Wien;49000001;48.1567909;16.2911992
60201082;Reichmanngasse;Wien;49000001;48.2068527;16.2848302
60201083;Eßling, Wegmayersiedlung;Wien;49000001;48.2021169;16.5149606
60201084;Linzer Straße/Reinlgasse;Wien;49000001;48.1932789;16.3114293
60201085;Reinprechtsdorfer Brücke;Wien;49000001;48.1892905;16.3514223
60201086;Reinprechtsdorfer Straße/Arbeitergasse;Wien;49000001;48.1865296;16.353156
60201087;Hansl-Schmid-Weg;Wien;49000001;48.2144134;16.2842732
60201088;Westbahnstraße/Neubaugasse;Wien;49000001;48.2019672;16.3490597
60201090;Renngasse;Wien;49000001;48.2132102;16.3676009
60201091;Rennweg;Wien;49000001;48.194764;16.3862769
60201093;Asparagusweg;Wien;49000001;48.2421385;16.5306182
60201094;Resselgasse;Wien;49000001;48.1983627;16.3676638
60201095;Reumannplatz;Wien;49000001;48.1741545;16.3781921
60201096;Reischergasse;Wien;49000001;48.1743762;16.2644653
60201098;Richard-Strauss-Straße;Wien;49000001;48.1377368;16.338217
60201099;Richthausenstraße;Wien;49000001;48.2238702;16.322757
60201100;Riedelgasse;Wien;49000001;48.1632685;16.279602
60201101;Riedstraße;Wien;49000001;48.2105164;16.2387286
60201102;Riemergasse;Wien;49000001;48.2078345;16.3773027
60201103;Schippergasse;Wien;49000001;48.2836351;16.4178078
60201104;Rochusgasse;Wien;49000001;48.2025241;16.3913254
60201105;Rodaun;Wien;49000001;48.1328148;16.2627765
60201106;Hochstraße;Wien;49000001;48.1323891;16.2584826
60201107;Rodauner Straße;Wien;49000001;48.1388399;16.2601804
60201108;Rodlergasse;Wien;49000001;48.2407744;16.3341566
60201109;Rohrbacherstraße;Wien;49000001;48.1876795;16.2732149
60201110;Sieveringer Str./Rohrerwiese;Wien;49000001;48.2639465;16.2946038
60201111;Rohrhofergasse;Wien;49000001;48.1716085;16.4292074
60201112;Rosasgasse;Wien;49000001;48.1816602;16.3245537
60201113;Krautackergasse;Wien;49000001;48.2305907;16.5337264
60201114;Rosenhügelstraße;Wien;49000001;48.1688526;16.3024281
60201115;Rosensteingasse;Wien;49000001;48.2191001;16.3271677
60201116;Rosentalgasse;Wien;49000001;48.2022546;16.2610967
60201117;Rossakgasse;Wien;49000001;48.1481008;16.3216072
60201118;Rotenmühlgasse;Wien;49000001;48.1838284;16.3236913
60201119;Rotenturmstraße;Wien;49000001;48.2103428;16.3744371
60201120;Raffineriestr./Biberhaufenweg;Wien;49000001;48.1933867;16.4669815
60201121;Sandleitengasse;Wien;49000001;48.2178133;16.3075485
60201122;Rautenweg;Wien;49000001;48.2620269;16.4645202
60201124;Roßauer Lände;Wien;49000001;48.2221406;16.3675021
60201125;Schartlgasse;Wien;49000001;48.1377009;16.2812279
60201126;Haschkagasse;Wien;49000001;48.180618;16.3269611
60201127;Rudolf-Waisenhorn-Gasse;Wien;49000001;48.1428442;16.261429
60201128;Rudolf-Zeller-Gasse;Wien;49000001;48.1475135;16.2834288
60201129;Rudolfsplatz;Wien;49000001;48.2143835;16.3710594
60201130;Rueppgasse;Wien;49000001;48.2204049;16.3859625
60201131;Rustenfeld Siedlung;Wien;49000001;48.1241567;16.3948109
60201132;Rustengasse;Wien;49000001;48.1913506;16.3274822
60201133;Ruthnergasse;Wien;49000001;48.2722701;16.4181132
60201134;Ruzickagasse;Wien;49000001;48.1525659;16.28439
60201135;Rußbergstraße;Wien;49000001;48.2874249;16.3831328
60201136;Römergasse;Wien;49000001;48.2168975;16.3135942
60201137;Trabrennstraße;Wien;49000001;48.2123602;16.411789
60201138;Saarplatz;Wien;49000001;48.2452613;16.3497604
60201139;Sagedergasse;Wien;49000001;48.1615428;16.3177534
60201140;Sahulkastraße;Wien;49000001;48.1622079;16.362211
60201141;Saikogasse;Wien;49000001;48.2506331;16.436331
60201142;Salmannsdorf;Wien;49000001;48.2521046;16.2933462
60201143;Saltenstraße;Wien;49000001;48.2165443;16.4980812
60201144;Salzgries;Wien;49000001;48.2128092;16.3727393
60201145;Salztorbrücke;Wien;49000001;48.2140064;16.373943
60201146;Samptwandnergasse;Wien;49000001;48.2033922;16.2451965
60201147;Sandrockgasse;Wien;49000001;48.2468047;16.399024
60201148;Viehmarktgasse;Wien;49000001;48.1904882;16.4010901
60201149;St.-Hemma-Kirche;Wien;49000001;48.1726628;16.2926994
60201150;St.-Hubertus-Platz;Wien;49000001;48.1623457;16.2607553
60201151;St.-Michael-Gasse;Wien;49000001;48.2666195;16.4394931
60201152;St.-Ulrichs-Platz;Wien;49000001;48.2041466;16.3535423
60201153;Sauerburggasse;Wien;49000001;48.2462424;16.3388369
60201154;Scalagasse;Wien;49000001;48.182337;16.357432
60201155;Schafbergbad;Wien;49000001;48.2362093;16.3010358
60201156;Schafberghöhe;Wien;49000001;48.2377949;16.2978827
60201158;Linzer Straße/Johnstraße;Wien;49000001;48.1924465;16.3163161
60201159;Schattenfrohgasse;Wien;49000001;48.287407;16.4819205
60201160;Meidling S+U, Schedifkaplatz;Wien;49000001;48.1733817;16.3300513
60201162;Schemmerlstraße/Hasenleitengasse;Wien;49000001;48.1628011;16.418239
60201163;Zillbauerplatz;Wien;49000001;48.2081458;16.4547824
60201164;Schillwasserweg;Wien;49000001;48.2054158;16.4533271
60201165;Südportalstraße;Wien;49000001;48.2132162;16.4071358
60201166;Schlachthammerstraße;Wien;49000001;48.2121387;16.5240695
60201168;Schleifmühlgasse;Wien;49000001;48.1969676;16.3656426
60201169;Schlickgasse;Wien;49000001;48.218741;16.3643131
60201170;Angerer Straße;Wien;49000001;48.260442;16.3993474
60201171;Schloss Alterlaa;Wien;49000001;48.1481068;16.3066412
60201173;Schloss Belvedere;Wien;49000001;48.1919075;16.3791712
60201174;Schloss Hetzendorf;Wien;49000001;48.1672829;16.3090308
60201175;Schloss Laudon;Wien;49000001;48.214587;16.2217235
60201176;Schloss Schönbrunn;Wien;49000001;48.1881227;16.3132349
60201177;Wilhelminenberg;Wien;49000001;48.2200997;16.2846685
60201178;Schluckergasse;Wien;49000001;48.1582471;16.2910106
60201179;Schmelzbrücke;Wien;49000001;48.1959017;16.329683
60201180;Schoeppelgasse;Wien;49000001;48.219555;16.5379395
60201181;Schottenfeldgasse;Wien;49000001;48.2075831;16.3434362
60201182;Schottenring;Wien;49000001;48.2169214;16.3711313
60201183;Schönwiesegasse;Wien;49000001;48.1385581;16.3268623
60201184;Schottentor;Wien;49000001;48.2139405;16.3622649
60201185;St. Veiter Tor;Wien;49000001;48.1766585;16.2542245
60201186;Floridsdorfer Markt;Wien;49000001;48.2620986;16.4003086
60201187;Schrammelgasse;Wien;49000001;48.2258152;16.2852254
60201188;Schrekergasse;Wien;49000001;48.2064037;16.2888007
60201189;Schrutkagasse;Wien;49000001;48.1815524;16.2807967
60201190;Schuhmeierplatz;Wien;49000001;48.2115161;16.3193344
60201191;Ettenreichgasse/Schulzentrum;Wien;49000001;48.168583;16.373952
60201192;Schwanngasse;Wien;49000001;48.2799049;16.4191283
60201193;Schwarzenbergplatz;Wien;49000001;48.2015302;16.3743113
60201195;Schwarzenhaidestraße;Wien;49000001;48.1524281;16.3284523
60201196;Voltelinistraße;Wien;49000001;48.2771907;16.373431
60201197;Schwarzspanierstraße;Wien;49000001;48.2172267;16.3591927
60201198;Schwedenplatz;Wien;49000001;48.2117496;16.3778956
60201199;Schlachthausgasse;Wien;49000001;48.1940334;16.4074502
60201200;Schweglerstraße;Wien;49000001;48.1978897;16.3283984
60201201;Schweizertalstraße;Wien;49000001;48.1878412;16.2658847
60201202;Scheibenbergstraße;Wien;49000001;48.2388599;16.3181487
60201203;Schwertgasse;Wien;49000001;48.2123123;16.3696042
60201204;Schüttauplatz;Wien;49000001;48.2263718;16.4232156
60201205;Schüttaustraße;Wien;49000001;48.230836;16.4171789
60201206;Stadionbrücke;Wien;49000001;48.1969915;16.4113219
60201207;Schütthäufel;Wien;49000001;48.2085649;16.469937
60201208;Schöberweg;Wien;49000001;48.2309377;16.3112945
60201209;Schödlbergergasse;Wien;49000001;48.2280654;16.420862
60201210;Schöffelgasse;Wien;49000001;48.2314524;16.3260089
60201211;Schönbrunn;Wien;49000001;48.1859007;16.3194782
60201212;Gatterholzgasse;Wien;49000001;48.1784616;16.3207089
60201213;Hertha-Kräftner-Gasse;Wien;49000001;48.2694658;16.4315161
60201214;Schöpfwerk;Wien;49000001;48.1634542;16.3316683
60201215;Scottgasse;Wien;49000001;48.2746677;16.4207632
60201216;Sebaldgasse;Wien;49000001;48.2623797;16.4469401
60201217;Sebastian-Kohl-Gasse;Wien;49000001;48.2588093;16.4095972
60201218;Sechskrügelgasse;Wien;49000001;48.2020331;16.3873279
60201219;Rosalia-Chladek-Gasse;Wien;49000001;48.2117017;16.5290012
60201220;Seifertstraße;Wien;49000001;48.1822172;16.2611236
60201221;Seiseneggergasse;Wien;49000001;48.2310275;16.5202696
60201223;Selma-Lagerlöf-Gasse;Wien;49000001;48.1510796;16.3760631
60201224;Senderstraße;Wien;49000001;48.3114242;16.4010721
60201226;Sensengasse;Wien;49000001;48.2206982;16.3555904
60201227;Seuttergasse;Wien;49000001;48.193243;16.2622645
60201228;Pellmannbrücke;Wien;49000001;48.13637;16.2879024
60201229;Shuttleworthstraße;Wien;49000001;48.2715466;16.4058692
60201230;Sibeliusstraße;Wien;49000001;48.1591159;16.3666846
60201231;Sickenberggasse;Wien;49000001;48.2580319;16.3669721
60201232;Siebenbrunnenfeldgasse;Wien;49000001;48.1821933;16.3546203
60201233;Siebenbrunnengasse;Wien;49000001;48.1872003;16.3579171
60201234;Siebenbürgerstraße;Wien;49000001;48.232691;16.4465359
60201235;Siebenhirten;Wien;49000001;48.129889;16.3097045
60201236;Brunner Straße/Ketzergasse;Wien;49000001;48.1294513;16.2979545
60201237;Siebensterngasse;Wien;49000001;48.2022067;16.3517726
60201239;Siedlung Blumental;Wien;49000001;48.1458832;16.3614115
60201240;Karl-Bekehrty-Straße;Wien;49000001;48.2188009;16.248628
60201241;Siedlung Einigkeit;Wien;49000001;48.2220149;16.4408585
60201242;Siedlung Heuberg;Wien;49000001;48.2273353;16.2800152
60201243;Siedlung Kordon;Wien;49000001;48.2181724;16.2620219
60201244;Siedlung Sonnheim;Wien;49000001;48.2200877;16.4408945
60201245;Siedlung Südost;Wien;49000001;48.1564073;16.3946043
60201246;Promenadeweg;Wien;49000001;48.2506451;16.2810572
60201247;Siegesplatz;Wien;49000001;48.2175978;16.4855228
60201248;Siemensstraße;Wien;49000001;48.2708351;16.4202512
60201249;Tivoligasse;Wien;49000001;48.180576;16.321149
60201250;Sievering;Wien;49000001;48.2542279;16.3170887
60201251;Jägerhaus;Wien;49000001;48.2639884;16.3010717
60201252;Sieveringer Straße;Wien;49000001;48.2461467;16.3426457
60201253;Silbergasse;Wien;49000001;48.2427726;16.3487632
60201254;Percostraße;Wien;49000001;48.2696452;16.464062
60201255;Sillerplatz;Wien;49000001;48.1595953;16.2763411
60201256;Sieveringer Friedhof;Wien;49000001;48.2495325;16.320619
60201257;Grillgasse;Wien;49000001;48.1669354;16.4073424
60201258;Schukowitzgasse;Wien;49000001;48.2392607;16.4989166
60201259;Simmeringer Haide;Wien;49000001;48.1774552;16.440598
60201260;Simmering;Wien;49000001;48.1701586;16.4200086
60201261;Wolfersberg, Schöffelplatz;Wien;49000001;48.2166221;16.2281914
60201262;Meidling S+U, Eichenstraße;Wien;49000001;48.1746877;16.33289
60201263;Polkorabplatz;Wien;49000001;48.1745439;16.411789
60201264;Simoningplatz;Wien;49000001;48.1791864;16.4206734
60201265;Sindinggasse;Wien;49000001;48.1534529;16.3706462
60201266;Siriusweg;Wien;49000001;48.2075651;16.2475411
60201267;Skodagasse;Wien;49000001;48.2150838;16.3491046
60201268;Skraupstraße;Wien;49000001;48.2741236;16.4139181
60201269;Sobotagasse;Wien;49000001;48.1442048;16.3302041
60201270;Contiweg;Wien;49000001;48.2306804;16.4702065
60201271;Vorderhainbach, Augustinerwaldgasse;Wien;49000001;48.2315122;16.1978283
60201272;Sommarugagasse;Wien;49000001;48.2261683;16.3316324
60201274;Sonnbergstraße;Wien;49000001;48.1302127;16.2549791
60201275;Sonnenuhrgasse;Wien;49000001;48.1907877;16.3439483
60201276;Sonnergasse;Wien;49000001;48.1677742;16.3191638
60201277;Sorgenthalgasse;Wien;49000001;48.2660813;16.432073
60201278;Donauspital;Wien;49000001;48.219561;16.4659934
60201279;Breitenlee, Spargelfeldstraße;Wien;49000001;48.2514825;16.4830524
60201280;Spargelfeldstraße/Rautenweg;Wien;49000001;48.2541621;16.4845885
60201281;Triester Straße/Anton-Baumgartner-Straße;Wien;49000001;48.1511875;16.3368785
60201282;Speierlinggasse;Wien;49000001;48.2586419;16.5363315
60201283;Preyergasse;Wien;49000001;48.1737292;16.2858812
60201284;Siedlung Rosenhügel;Wien;49000001;48.1648263;16.2931755
60201285;Speisinger Straße;Wien;49000001;48.1505102;16.2694869
60201286;Spengergasse;Wien;49000001;48.1847807;16.3575398
60201287;Spinnerin am Kreuz;Wien;49000001;48.1705001;16.350515
60201288;Spitalgasse;Wien;49000001;48.2222842;16.3532458
60201289;Vernholzgasse;Wien;49000001;48.2268505;16.4520156
60201290;Spitzweg;Wien;49000001;48.2648495;16.4562107
60201291;Schreinerweg;Wien;49000001;48.2275028;16.4472366
60201292;Smolagasse;Wien;49000001;48.2274191;16.4511173
60201295;Speising;Wien;49000001;48.1737651;16.2832401
60201296;Stadionbad;Wien;49000001;48.204404;16.4165142
60201299;Stadlau;Wien;49000001;48.2191719;16.4483235
60201300;Scheugasse;Wien;49000001;48.1779105;16.3786502
60201301;Praterkai;Wien;49000001;48.1996202;16.441128
60201302;Segelzentrum Nord;Wien;49000001;48.2786434;16.3679782
60201303;Lorenz-Mandl-Gasse;Wien;49000001;48.2132162;16.3082223
60201304;Stadlergasse;Wien;49000001;48.1815823;16.2857824
60201305;Stadtpark;Wien;49000001;48.2025121;16.3791083
60201306;Staglgasse;Wien;49000001;48.1941711;16.3352077
